sampleid	ATTRIBUTE_MostAbundant	ATTRIBUTE_SampleType	ATTRIBUTE_Site_code	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
metabolite25602	CCA	Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25602.0"",""main.cluster index_upperinput"":""25602.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.127	4.127	0	N/A	N/A	18845489.58	8	-1	8	367.2107	1	367.2107	18845489.58
metabolite25605	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25605.0"",""main.cluster index_upperinput"":""25605.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.754	3.754	0	N/A	N/A	3706325.13	13	-1	13	267.121	1	267.121	3706325.13
metabolite25609	CCA	Limu,CCA	M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25609.0"",""main.cluster index_upperinput"":""25609.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=687&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.8165	4.8165	0	N/A	N/A	42659550.92	8	687	8	365.1955	1	365.1955	42659550.92
metabolite25615	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25615.0"",""main.cluster index_upperinput"":""25615.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=144&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.1669	4.1669	0	N/A	N/A	115625084.4	14	144	14	391.2119	1	391.2119	115625084.4
metabolite25623	Limu	Coral,Limu	M3,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25623.0"",""main.cluster index_upperinput"":""25623.0""}"	This Node is a Singleton	N/A	N/A	N/A	3.9833	3.9833	0	N/A	N/A	32511539.36	9	-1	9	371.1828	1	371.1828	32511539.36
metabolite25628	Limu	Limu	M3,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25628.0"",""main.cluster index_upperinput"":""25628.0""}"	This Node is a Singleton	N/A	N/A	N/A	4.6917	4.6917	0	N/A	N/A	1162177.411	4	-1	4	387.1744	1	387.1744	1162177.411
metabolite25631	Limu	Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25631.0"",""main.cluster index_upperinput"":""25631.0""}"	This Node is a Singleton	N/A	N/A	N/A	6.5454	6.5454	0	N/A	N/A	3327386.969	3	-1	3	333.2424	1	333.2424	3327386.969
metabolite25632	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25632.0"",""main.cluster index_upperinput"":""25632.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.8477	5.8477	0	N/A	N/A	390407578.1	13	-1	13	339.1931	1	339.1931	390407578.1
metabolite25636	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25636.0"",""main.cluster index_upperinput"":""25636.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=135&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.8186	4.8186	0	N/A	N/A	28306949.26	22	135	22	295.2263	1	295.2263	28306949.26
metabolite25638	CCA	Limu,CCA	M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25638.0"",""main.cluster index_upperinput"":""25638.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=406&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	1.1479	1.1479	0	N/A	N/A	139116863	4	406	4	333.1292	1	333.1292	139116863
metabolite25651	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25651.0"",""main.cluster index_upperinput"":""25651.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=357&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to 9(10)-EpOME from NIST14	0.814477	6.0774	6.0774	0	N/A	CCMSLIB00003134812	130678313.3	17	357	17	279.2316	1	279.2316	130678313.3
metabolite25653	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25653.0"",""main.cluster index_upperinput"":""25653.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.5612	5.5612	0	N/A	N/A	143073204.3	19	54	19	295.2265	1	295.2265	143073204.3
metabolite25660	CCA	Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25660.0"",""main.cluster index_upperinput"":""25660.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.6939	5.6939	0	N/A	N/A	14965861.97	8	54	8	309.2064	1	309.2064	14965861.97
metabolite25681	Limu	Limu	M3,M4,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25681.0"",""main.cluster index_upperinput"":""25681.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=423&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.4567	4.4567	0	N/A	N/A	458284.0962	3	423	3	387.1726	1	387.1726	458284.0962
metabolite25690	Limu	Limu,CCA	M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25690.0"",""main.cluster index_upperinput"":""25690.0""}"	This Node is a Singleton	N/A	Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	0.959786	6.9136	6.9136	0	N/A	CCMSLIB00003134530	32371184.98	4	-1	4	552.4034	1	552.4034	32371184.98
metabolite25692	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25692.0"",""main.cluster index_upperinput"":""25692.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	0.90441	5.9311	5.9311	0	N/A	CCMSLIB00003137869	30339540.72	13	191	13	480.3092	1	480.3092	30339540.72
metabolite25693	Limu	Limu,CCA	M6,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25693.0"",""main.cluster index_upperinput"":""25693.0""}"	This Node is a Singleton	N/A	N/A	N/A	5.6265	5.6265	0	N/A	N/A	12291666.03	3	-1	3	496.3787	1	496.3787	12291666.03
metabolite25694	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25694.0"",""main.cluster index_upperinput"":""25694.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.6189	5.6189	0	N/A	N/A	20437558.49	8	191	8	466.2936	1	466.2936	20437558.49
metabolite25695	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25695.0"",""main.cluster index_upperinput"":""25695.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.391	6.391	0	N/A	N/A	136159612.5	62	5	62	496.3768	1	496.3768	136159612.5
metabolite25696	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25696.0"",""main.cluster index_upperinput"":""25696.0""}"	This Node is a Singleton	N/A	Spectral Match to Lyso-PAF C-18 from NIST14	0.954338	6.8909	6.8909	0	N/A	CCMSLIB00003139930	2748890452	63	-1	63	510.3927	1	510.3927	2748890452
metabolite25698	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25698.0"",""main.cluster index_upperinput"":""25698.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.718	5.718	0	N/A	N/A	37720092.46	19	28	19	480.3458	1	480.3458	37720092.46
metabolite25699	Limu	Coral,Limu,CCA	M6,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25699.0"",""main.cluster index_upperinput"":""25699.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.4406	9.4406	0	N/A	N/A	18636626.66	8	-1	8	555.2367	1	555.2367	18636626.66
metabolite257	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""257.0"",""main.cluster index_upperinput"":""257.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=435&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	0.867612	8.3491	8.3491	0	N/A	CCMSLIB00003139413	106388648	91	435	91	282.2792	1	282.2792	106388648
metabolite25701	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25701.0"",""main.cluster index_upperinput"":""25701.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=18&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.5527	0.5527	0	N/A	N/A	261280938.7	25	18	25	175.1191	1	175.1191	261280938.7
metabolite25704	Limu	Coral,Limu	M6,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25704.0"",""main.cluster index_upperinput"":""25704.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.4558	9.4558	0	N/A	N/A	13925751.22	5	-1	5	533.2547	1	533.2547	13925751.22
metabolite25705	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25705.0"",""main.cluster index_upperinput"":""25705.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	Massbank:CE000230 Tyrosine	0.927102	0.6599	0.6599	0	C1=CC(=CC=C1CC(C(=O)O)N)O	CCMSLIB00000205785	82600273.59	38	9	38	182.081	1	182.081	82600273.59
metabolite25707	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25707.0"",""main.cluster index_upperinput"":""25707.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.5815	9.5815	0	N/A	N/A	22502615.03	19	-1	19	397.3292	1	397.3292	22502615.03
metabolite25710	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25710.0"",""main.cluster index_upperinput"":""25710.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	0.909018	5.7302	5.7302	0	N/A	CCMSLIB00003134881	10596283.14	10	191	10	454.2936	1	454.2936	10596283.14
metabolite25712	Limu	Coral,Limu,CCA	M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25712.0"",""main.cluster index_upperinput"":""25712.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14	0.720627	5.8881	5.8881	0	N/A	CCMSLIB00003137869	8788235.648	8	191	8	480.3083	1	480.3083	8788235.648
metabolite25715	Limu	Limu,CCA	M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25715.0"",""main.cluster index_upperinput"":""25715.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	7.6189	7.6189	0	N/A	N/A	33540859.85	9	32	9	254.2479	1	254.2479	33540859.85
metabolite25717	Limu	Coral,Limu	M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25717.0"",""main.cluster index_upperinput"":""25717.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=457&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.372	6.372	0	N/A	N/A	10993715.16	3	457	3	452.3143	1	452.3143	10993715.16
metabolite25721	Coral	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25721.0"",""main.cluster index_upperinput"":""25721.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.5263	5.5263	0	N/A	N/A	11960395.54	8	191	8	466.2932	1	466.2932	11960395.54
metabolite25722	CCA	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25722.0"",""main.cluster index_upperinput"":""25722.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.5734	5.5734	0	N/A	N/A	28260048.55	35	5	35	468.3456	1	468.3456	28260048.55
metabolite25723	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25723.0"",""main.cluster index_upperinput"":""25723.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=457&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	 	TOP 8 Psoriasis feature - Unknown FeatureID=4262	0.770895	6.0122	6.0122	0	 	CCMSLIB00004684235	18197092.79	16	457	16	438.2981	1	438.2981	18197092.79
metabolite25724	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25724.0"",""main.cluster index_upperinput"":""25724.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	0.5953	0.5953	0	N/A	N/A	37772953.41	17	28	17	242.1154	1	242.1154	37772953.41
metabolite25725	Limu	Coral,Limu,CCA	M6,M5,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25725.0"",""main.cluster index_upperinput"":""25725.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.3351	9.3351	0	N/A	N/A	9370657.087	6	-1	6	533.255	1	533.255	9370657.087
metabolite25726	Limu	Coral,Limu,CCA	M6,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25726.0"",""main.cluster index_upperinput"":""25726.0""}"	This Node is a Singleton	N/A	N/A	N/A	9.3546	9.3546	0	N/A	N/A	9270585.995	7	-1	7	555.237	1	555.237	9270585.995
metabolite25730	Limu	Limu,CCA	M6,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25730.0"",""main.cluster index_upperinput"":""25730.0""}"	This Node is a Singleton	N/A	Spectral Match to 1-Octadecyl-2-acetyl-sn-glycero-3-phosphocholine from NIST14	0.931462	6.7314	6.7314	0	N/A	CCMSLIB00003139903	3838271.221	3	-1	3	552.4034	1	552.4034	3838271.221
metabolite25731	Limu	Limu,CCA	M6,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25731.0"",""main.cluster index_upperinput"":""25731.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.8613	6.8613	0	N/A	N/A	4975012.584	3	28	3	536.4085	1	536.4085	4975012.584
metabolite25733	Limu	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25733.0"",""main.cluster index_upperinput"":""25733.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=146&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.265	5.265	0	N/A	N/A	8650283.872	14	146	14	476.3115	1	476.3115	8650283.872
metabolite25734	CCA	Coral,Limu,CCA,Blank	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25734.0"",""main.cluster index_upperinput"":""25734.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=187&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.5773	4.5773	0	N/A	N/A	1171539158	23	187	23	158.9616	1	158.9616	1171539158
metabolite25735	Limu	Limu,CCA	M3,M6,nan	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25735.0"",""main.cluster index_upperinput"":""25735.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=191&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	5.4939	5.4939	0	N/A	N/A	6327891.113	4	191	4	526.2939	1	526.2939	6327891.113
metabolite25738	CCA	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25738.0"",""main.cluster index_upperinput"":""25738.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=888&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	4.7299	4.7299	0	N/A	N/A	20187179.89	15	888	15	396.2752	1	396.2752	20187179.89
metabolite25739	Coral	Coral,Limu,CCA	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25739.0"",""main.cluster index_upperinput"":""25739.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=243&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	N/A	N/A	N/A	6.1514	6.1514	0	N/A	N/A	69185640.57	35	243	35	508.3771	1	508.3771	69185640.57
metabolite25741	Limu	Coral,Limu,CCA	M3,M6,M4,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25741.0"",""main.cluster index_upperinput"":""25741.0""}"	This Node is a Singleton	N/A	Spectral Match to Lyso-PAF C-18 from NIST14	0.949772	6.6896	6.6896	0	N/A	CCMSLIB00003139930	4453269.469	6	-1	6	510.3934	1	510.3934	4453269.469
metabolite25742	Coral	Coral,Limu	M3,M6,M4,M5,nan,M7	"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25742.0"",""main.cluster index_upperinput"":""25742.0""}"	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=457&task=94d7974737ba4a4c82453f11a3ee1a41&show=true	 	TOP19 Psoriasis feature - Unknown FeatureID=3668	0.784715	7.0057	7.0057	0	 	CCMSLIB00004684237	72253144.3	23	457	23	466.33	1	466.33	72253144.3
