"","featureID","p_val","sum_sq","f_val","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","adj_p_val","Limu_MA","Coral_MA","CCA_MA","sample_type_DA","CCA","Coral","Limu","MeanDecreaseAccuracy","MeanDecreaseGini","RF_selection","LM_selection","X","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","LibraryID","MQScore","RTConsensus","RTMean","RTStdErr","Smiles","SpectrumID","SumPeakIntensity","UniqueFileSourcesCount","cluster.index","componentindex","number.of.spectra","parent.mass","precursor.charge","precursor.mass","sum.precursor.intensity.","MolNetEnhancer_CF_componentindex","MolNetEnhancer_CF_NrNodes","MolNetEnhancer_CF_kingdom","MolNetEnhancer_CF_kingdom_score","MolNetEnhancer_CF_superclass","MolNetEnhancer_CF_superclass_score","MolNetEnhancer_CF_class","MolNetEnhancer_CF_class_score","MolNetEnhancer_CF_subclass","MolNetEnhancer_CF_subclass_score","MolNetEnhancer_CF_Dparent","MolNetEnhancer_CF_Dparent_score","MolNetEnhancer_CF_MFramework","MolNetEnhancer_CF_MFramework_score","Qemistree_csi_smiles","Qemistree_ms2_smiles","Qemistree_ms2_library_match","Qemistree_structure_source","Qemistree_kingdom","Qemistree_superclass","Qemistree_class","Qemistree_subclass","Qemistree_direct_parent"
"109","id_632",1.96781147588808e-05,16.1108046322882,12.0998190286135,-0.773263268621126,0.000168415013839129,0.0749556358190961,0.934570383848482,0.848218904440222,0.000282892772027421,0.000205061672868488,5.52032431226024,4.67210540782001,5.44536867644114,"CCALimu",0.00107692307692308,0.00197543859649123,0.00180555555555556,0.00164504643962848,0.0825030338063401,"Important","Significant","id_632","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""632.0"""",""""main.cluster index_upperinput"""":""""632.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",7.8978,7.8978,0,"N/A","N/A",637009900,126,632,27,126,463.1309,1,463.1309,637009900,"27",26,"Organic compounds",0.65384615,"Phenylpropanoids and polyketides",0.19629121,"Benzene and substituted derivatives",0.10770757,"",0.06498779,"Phenylpyrrolidines",0.05769231,"Aromatic heteropolycyclic compounds",0.49038462,"CC(C(CSC1C(C(C(C(CO)O1)OC2C(C(C(C(CO)O2)O)O)O)O)O)S)O","missing","missing","CSIFingerID","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Thioglycosides"
"110","id_6818",3.07304538194024e-06,222.906065277831,14.4493623466007,1.1500238192963,0.163039949019924,3.88188539422313,1.79455677518092e-06,2.73186157492682,0.000618965616612899,4.60965401660966e-05,4.92431480094009,2.19245322601326,1.04242940671696,"Limu",0.00204870962370962,0.000717532467532468,0.00463143523143523,0.00229728840019788,0.249566844835115,"Important","Significant","id_6818","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""6818.0"""",""""main.cluster index_upperinput"""":""""6818.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5188,0.5188,0,"N/A","N/A",344964600,53,6818,-1,53,382.9284,1,382.9284,344964600,"S294",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"111","id_6869",0.022558705528855,59.9668866711008,3.93910311349001,0.746163183817683,0.456257687853032,2.02848205802743,0.0165026846386228,1.28231887420975,0.169456290087656,0.0479640481334209,3.75306793589736,2.47074906168761,1.72458587786993,"Limu",0.00278653846153846,-1.35964912280702e-05,0.00243888888888889,0.00142520767520768,0.144850718723446,"Important","Not Significant","id_6869","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""6869.0"""",""""main.cluster index_upperinput"""":""""6869.0""""}","This Node is a Singleton","N/A","N/A","N/A",0.5233,0.5233,0,"N/A","N/A",189706600,59,6869,-1,59,416.9186,1,416.9186,189706600,"S305",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"112","id_687",5.50481133460249e-13,691.566209540074,37.9336611522791,5.92931669654957,1.21654242235536e-10,3.14541610138462,0.000388722817036391,-2.78390059516495,0.00141565360501017,6.48734412577144e-11,3.73272436965563,6.51662496482058,0.58730826827101,"CoralLimu",0.00143492063492063,0.00263525641025641,-0.00132051282051282,0.00124406001927224,0.137302687413934,"Important","Significant","id_687","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""687.0"""",""""main.cluster index_upperinput"""":""""687.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",6.9206,6.9206,0,"N/A","N/A",1107083000,67,687,118,67,194.1177,1,194.1177,1107083000,"118",85,"Organic compounds",0.97647059,"Benzenoids",0.40898693,"Benzene and substituted derivatives",0.35828665,"Benzoic acids and derivatives",0.35093371,"Benzoic acid esters",0.35093371,"Aromatic homomonocyclic compounds",0.35812325,"CC(CC1=CC=C2C(=C1)OCO2)NC","missing","missing","CSIFingerID","Organic compounds","Organoheterocyclic compounds","Benzodioxoles","unclassified","Benzodioxoles"
"113","id_690",2.03732262792907e-06,310.668192566586,14.9813617465297,3.91863052909499,1.36016697349639e-06,2.76718224977638,0.00406436512183028,-1.15144827931861,0.346092289006337,3.32831570899406e-05,2.70604511442503,3.85749339374365,-0.0611371353513478,"CoralLimu",0.00329401709401709,0.000926378446115288,3.41269841269842e-05,0.00154063772966212,0.103894380300338,"Important","Significant","id_690","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""690.0"""",""""main.cluster index_upperinput"""":""""690.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=118&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",5.9447,5.9447,0,"N/A","N/A",760374000,51,690,118,51,194.1177,1,194.1177,760374000,"118",85,"Organic compounds",0.97647059,"Benzenoids",0.40898693,"Benzene and substituted derivatives",0.35828665,"Benzoic acids and derivatives",0.35093371,"Benzoic acid esters",0.35093371,"Aromatic homomonocyclic compounds",0.35812325,"CC(CC1=CC=C2C(=C1)OCO2)NC","missing","missing","CSIFingerID","Organic compounds","Organoheterocyclic compounds","Benzodioxoles","unclassified","Benzodioxoles"
"114","id_7218",6.79102361959416e-12,162.164413371926,33.6240697284245,-1.27000547184855,0.00130667752799507,1.986756600535,1.18627929939219e-05,3.25676207238354,1.24032339954283e-10,6.35987258514086e-10,2.67095042616989,-0.585811646213658,0.68419382563489,"CCALimu",0,0.00175576923076923,0.00268571428571429,0.00132857887310599,0.12495729601628,"Important","Significant","id_7218","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7218.0"""",""""main.cluster index_upperinput"""":""""7218.0""""}","This Node is a Singleton","N/A","N/A","N/A",4.3575,4.3575,0,"N/A","N/A",31006640,32,7218,-1,32,257.1287,1,257.1287,31006640,"S368",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCC1=C2C(=C(C=N1)OC)C3=C(C(=CC=C3)OC)N2","missing","missing","CSIFingerID","Organic compounds","Alkaloids and derivatives","Harmala alkaloids","unclassified","Harmala alkaloids"
"115","id_7266",4.48608450978957e-10,387.636439083945,26.9011182899077,4.27181859991679,7.96945176517738e-10,1.02301945385404,0.317425094153106,-3.24879914606275,2.18861185503627e-05,2.6566856354298e-08,1.53974731256338,4.78854645862613,0.516727858709336,"Coral",0.00193412698412698,0.00281500933706816,0.0020969696969697,0.00221130750485589,0.249120472159679,"Important","Significant","id_7266","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7266.0"""",""""main.cluster index_upperinput"""":""""7266.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=380&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14","0.962616",6.6448,6.6448,0,"N/A","CCMSLIB00003136720",329755400,56,7266,380,56,524.372,1,524.372,329755400,"380",24,"Organic compounds",1,"Lipids and lipid-like molecules",0.76101191,"Glycerophospholipids",0.48531746,"Glycerophosphocholines",0.42876984,"2-acyl-sn-glycero-3-phosphocholines",0.25362103,"Aliphatic acyclic compounds",0.49573413,"CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O","missing","Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","1-acyl-sn-glycero-3-phosphocholines"
"116","id_7358",1.30549953734509e-10,214.616174974427,28.8232740273212,2.17772198660179,7.11597877711689e-06,3.72509102092755,2.74411604550551e-10,1.54736903432576,0.0063506741167968,9.47251646286249e-09,3.59174487350437,2.04437583917861,-0.133346147423178,"CoralLimu",0.0030775641025641,-0.000244969040247678,0.00230324675324675,0.00154964471582119,0.221775084871993,"Important","Significant","id_7358","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7358.0"""",""""main.cluster index_upperinput"""":""""7358.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5221,0.5221,0,"N/A","N/A",130456200,52,7358,85,52,165.0511,1,165.0511,130456200,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"117","id_7407",5.52364617962957e-07,118.360986456472,16.6999467657776,1.27681608059575,0.00924294746132626,2.84395156305308,2.73427500196988e-07,1.56713548245733,0.00440136279392234,1.12626446406928e-05,3.15775308260945,1.59061760015212,0.313801519556368,"CoralLimu",0.000993966817496229,0,0.00463888888888889,0.00145469212961473,0.163711000384881,"Important","Significant","id_7407","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""7407.0"""",""""main.cluster index_upperinput"""":""""7407.0""""}","This Node is a Singleton","N/A","N/A","N/A",8.2902,8.2902,0,"N/A","N/A",29889320,57,7407,-1,57,256.2636,1,256.2636,29889320,"S391",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"CCCCCCCCCCCCCCN=C(C)O","missing","missing","CSIFingerID","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","Acetamides"
"118","id_744",5.50781745928759e-10,199.81706214465,26.5861809593324,2.29973864704435,2.4323993307318e-06,3.50372717638962,1.59076429806504e-09,1.20398852934527,0.0444584358038382,3.21448998674654e-08,5.53352034922869,4.32953181988342,2.02979317283907,"CoralLimu",0.0038709040959041,1.38888888888889e-05,0.00538730158730159,0.00241246523539527,0.227202322320167,"Important","Significant","id_744","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""744.0"""",""""main.cluster index_upperinput"""":""""744.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5208,0.5208,0,"N/A","N/A",277770100,82,744,85,82,355.9804,1,355.9804,277770100,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"119","id_747",1.35572166293643e-09,334.501550124237,25.2188334237461,3.97847922403815,1.9346384494412e-09,0.99382663678852,0.308497481238072,-2.98465258724963,4.84648886247552e-05,7.19775837077077e-08,2.59510829540534,5.57976088265498,1.60128165861682,"Coral",0.000766092730798613,0.00252647483235719,0.00323333333333333,0.00212620896992263,0.24478500696871,"Important","Significant","id_747","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""747.0"""",""""main.cluster index_upperinput"""":""""747.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=34&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.6364,0.6364,0,"N/A","N/A",581877600,73,747,34,73,180.1019,1,180.1019,581877600,"34",7,"Organic compounds",0.85714286,"Organic acids and derivatives",0.38180272,"Carboxylic acids and derivatives",0.38180272,"Amino acids, peptides, and analogues",0.38180272,"Aminobenzoic acids",0.15476191,"Aromatic homomonocyclic compounds",0.58815193,"CCC1=CC(=CC=N1)C(=O)OCC","missing","missing","CSIFingerID","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives","Pyridinecarboxylic acids"
"120","id_769",3.20768807200488e-11,229.276955125692,31.0673845513059,-3.10000764261049,5.41033551293424e-10,-0.169603049099146,0.939402518380296,2.93040459351134,1.12926040740646e-07,2.55789304276508e-09,4.33558006462782,1.40517547111648,4.50518311372697,"CCALimu",0.000333333333333333,0.00105555555555556,0.00153015873015873,0.000937719298245614,0.0951420672348662,"Important","Significant","id_769","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""769.0"""",""""main.cluster index_upperinput"""":""""769.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=760&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",8.5113,8.5113,0,"N/A","N/A",277962300,78,769,760,78,609.2704,1,609.2704,277962300,"760",4,"Organic compounds",1,"Lipids and lipid-like molecules",0.43055556,"Prenol lipids",0.40277778,"Diterpenoids",0.26388889,"Rhamnofolane and daphnane diterpenoids",0.13888889,"Aromatic heteropolycyclic compounds",0.65277778,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"121","id_806",4.94817483019679e-07,110.807631517547,16.8468741103351,1.50468931763953,0.001092602829046,2.69737116769188,4.05488546406652e-07,1.19268185005235,0.0309872430731364,1.01934066512942e-05,5.54839018988412,4.35570833983178,2.85101902219225,"CoralLimu",0.00220769230769231,0.000133333333333333,0.00287323232323232,0.00159442821844185,0.162759975041624,"Important","Significant","id_806","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""806.0"""",""""main.cluster index_upperinput"""":""""806.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5199,0.5199,0,"N/A","N/A",294217500,88,806,85,88,260.0101,1,260.0101,294217500,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"122","id_826",5.55059127642204e-08,235.559365966269,19.8366211951801,2.39166242374959,9.56517757851882e-05,3.85689592757825,7.95901606842619e-08,1.46523350382866,0.0536349409103593,1.63154971314975e-06,5.20514940558354,3.73991590175489,1.3482534780053,"CoralLimu",0.00193658008658009,0.000835294117647059,0.00178534798534799,0.00145895128686037,0.135296012903616,"Important","Significant","id_826","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""826.0"""",""""main.cluster index_upperinput"""":""""826.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5207,0.5207,0,"N/A","N/A",327190500,69,826,85,69,468.915,1,468.915,327190500,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"123","id_861",1.7568641615381e-08,249.77619357393,21.4620121877295,2.37654703464464,8.98819345456214e-05,4.0082087714328,2.01802538013496e-08,1.63166173678816,0.0255916746846013,6.28879286979016e-07,5.16566473746413,3.53400300067596,1.15745596603132,"CoralLimu",0.00199487179487179,0.000111111111111111,0.00166031746031746,0.00102918892253258,0.135477725055076,"Important","Significant","id_861","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""861.0"""",""""main.cluster index_upperinput"""":""""861.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5201,0.5201,0,"N/A","N/A",293105100,67,861,85,67,470.9126,1,470.9126,293105100,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"124","id_889",1.14474610795212e-06,95.5620717718933,15.7348718816957,1.32984142366498,0.00290529040037557,2.52402669625639,7.78227423614553e-07,1.19418527259142,0.0233332477186744,2.12437445931944e-05,5.55132587249291,4.35714059990149,3.02729917623651,"CoralLimu",0.00262029326882268,0.000230263157894737,0.00397222222222222,0.00182951712574627,0.204861274103972,"Important","Significant","id_889","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""889.0"""",""""main.cluster index_upperinput"""":""""889.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5171,0.5171,0,"N/A","N/A",292695400,90,889,85,90,337.9697,1,337.9697,292695400,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"125","id_895",1.34680157127973e-13,500.221994524415,40.4448685792949,-4.43313698926919,1.32272415243051e-10,-4.84146190765889,2.34508634733288e-10,-0.408324918389695,0.797470471118462,1.66879074693645e-11,-0.617946544738647,-0.209621626348954,4.22351536292024,"CCA",0.0015,0.000979865103936311,0.00108888888888889,0.00117742216503826,0.202360831502931,"Important","Significant","id_895","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""895.0"""",""""main.cluster index_upperinput"""":""""895.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=270&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",4.9584,4.9584,0,"N/A","N/A",1092767000,30,895,270,30,479.3824,1,479.3824,1092767000,"270",11,"Organic compounds",1,"Organic acids and derivatives",0.32449495,"Carboxylic acids and derivatives",0.32449495,"",0.33369408,"Gamma amino acids and derivatives",0.18181818,"Aliphatic acyclic compounds",0.37662338,"CCC(C(N)O)NC(CCCCCNC(COCC(NC1CCC(CCCO)CC1)O)O)O","missing","missing","CSIFingerID","unclassified","unclassified","unclassified","unclassified","unclassified"
"126","id_9781",1.34588484202529e-10,525.441563848133,28.7752601900328,-5.16823357750329,1.73767555899929e-10,-2.71500392015276,0.00252414780260424,2.45322965735053,0.00564231989573782,9.67835403363546e-09,2.65962055361772,0.206390896267182,5.37462447377047,"CCALimu",0.00323664766605943,0.00444886093438725,-0.000135642135642136,0.00293222373475904,0.346203535915975,"Important","Significant","id_9781","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""9781.0"""",""""main.cluster index_upperinput"""":""""9781.0""""}","This Node is a Singleton","N/A","N/A","N/A",6.3503,6.3503,0,"N/A","N/A",3925430000,50,9781,-1,50,611.2866,1,611.2866,3925430000,"S539",1,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"no matches",0,"#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D","#N/D"
"127","id_984",1.77442616586816e-07,246.81786829859,18.2321169329647,2.08845424208392,0.0016358631016804,4.06792169695896,1.10942447228979e-07,1.97946745487504,0.01023266309048,4.31759164347496e-06,4.76274486454112,2.78327740966608,0.694823167582156,"CoralLimu",0.00139191690662279,0.000605555555555555,0.00357362637362637,0.0016798102771022,0.160814806961593,"Important","Significant","id_984","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""984.0"""",""""main.cluster index_upperinput"""":""""984.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=85&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","N/A","N/A",0.5221,0.5221,0,"N/A","N/A",299877700,56,984,85,56,584.8933,1,584.8933,299877700,"85",99,"Organic compounds",0.62626263,"Organoheterocyclic compounds",0.33272407,"Indoles and derivatives",0.18434343,"",0.2843274,"Indoles and derivatives",0.18181818,"Aromatic heteropolycyclic compounds",0.27734087,"missing","missing","missing","missing","unclassified","unclassified","unclassified","unclassified","unclassified"
"128","id_9906",1.53815118366877e-16,393.649270567503,53.5690574430207,4.05098953800823,1.2146417205372e-10,0.191964678757857,0.922742122530778,-3.85902485925038,1.34555255826285e-10,3.64360871566715e-14,0.841359365796893,4.70038422504727,0.649394687039035,"Coral",0.00403716006216006,0.00350704702933805,0.00086984126984127,0.00317231780463865,0.397542069514038,"Important","Significant","id_9906","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=94d7974737ba4a4c82453f11a3ee1a41&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""9906.0"""",""""main.cluster index_upperinput"""":""""9906.0""""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=357&task=94d7974737ba4a4c82453f11a3ee1a41&show=true","N/A","Spectral Match to Pinolenic acid from NIST14","0.854072",7.9597,7.9597,0,"N/A","CCMSLIB00003136259",236981300,62,9906,357,62,279.232,1,279.232,236981300,"357",26,"Organic compounds",1,"Lipids and lipid-like molecules",0.85467033,"Fatty Acyls",0.75718865,"Lineolic acids and derivatives",0.45659341,"Lineolic acids and derivatives",0.45659341,"Aliphatic acyclic compounds",0.73076923,"CCCCCC=CCC=CCCC=CCCCC(=O)O","missing","Spectral Match to Pinolenic acid from NIST14","CSIFingerID","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
